product_id,name,category,subcategory,brand,description,price_npr,avg_rating,rating_count,tags,is_new_arrival,in_stock,is_cold_item
P0263,Sagarmatha Dhaka Topi 263,Traditional Attire,Dhaka Topi,Sagarmatha,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,350,4.2,23,"traditional attire, dhaka topi, nepal, sagarmatha, gift",True,True,True
P0264,Kathmandu Craft Lokta Paper 264,Handicrafts & Art,Lokta Paper,Kathmandu Craft,Lokta Paper made for Nepali shoppers with reliable quality and local style.,1250,4.4,219,"handicrafts & art, lokta paper, nepal, kathmandu craft, gift",False,True,False
P0265,Sagarmatha Accessories 265,Electronics,Accessories,Sagarmatha,Accessories made for Nepali shoppers with reliable quality and local style.,1250,5.0,95,"electronics, accessories, nepal, sagarmatha, gift",False,True,False
P0266,NepTech Accessories 266,Electronics,Accessories,NepTech,Accessories made for Nepali shoppers with reliable quality and local style.,14500,4.2,116,"electronics, accessories, nepal, neptech, gift",False,True,False
P0267,Himalaya Saree 267,Traditional Attire,Saree,Himalaya,Saree made for Nepali shoppers with reliable quality and local style.,1250,3.1,370,"traditional attire, saree, nepal, himalaya, gift",False,True,False
P0268,Lalitpur Looms Lokta Paper 268,Handicrafts & Art,Lokta Paper,Lalitpur Looms,Lokta Paper made for Nepali shoppers with reliable quality and local style.,899,3.7,236,"handicrafts & art, lokta paper, nepal, lalitpur looms, gift",False,True,False
P0269,Janakpur Mart Tea 269,Daily Groceries,Tea,Janakpur Mart,Tea made for Nepali shoppers with reliable quality and local style.,1800,3.7,7,"daily groceries, tea, nepal, janakpur mart, gift",False,True,False
P0270,Lalitpur Looms Appliances 270,Kitchen & Home,Appliances,Lalitpur Looms,Appliances made for Nepali shoppers with reliable quality and local style.,4200,4.2,297,"kitchen & home, appliances, nepal, lalitpur looms, gift",False,True,False
P0271,Himalaya Exam Prep 271,Books & Education,Exam Prep,Himalaya,Exam Prep made for Nepali shoppers with reliable quality and local style.,550,4.2,40,"books & education, exam prep, nepal, himalaya, gift",False,True,False
P0272,Lalitpur Looms Headphones 272,Electronics,Headphones,Lalitpur Looms,Headphones made for Nepali shoppers with reliable quality and local style.,6500,3.8,230,"electronics, headphones, nepal, lalitpur looms, gift",False,True,False
P0273,Sagarmatha Shoes 273,Fashion & Accessories,Shoes,Sagarmatha,Shoes made for Nepali shoppers with reliable quality and local style.,550,4.1,344,"fashion & accessories, shoes, nepal, sagarmatha, gift",False,True,False
P0274,Lalitpur Looms Jewellery 274,Fashion & Accessories,Jewellery,Lalitpur Looms,Jewellery made for Nepali shoppers with reliable quality and local style.,550,3.6,162,"fashion & accessories, jewellery, nepal, lalitpur looms, gift",False,True,False
P0275,Lalitpur Looms Spices 275,Daily Groceries,Spices,Lalitpur Looms,Spices made for Nepali shoppers with reliable quality and local style.,350,3.7,300,"daily groceries, spices, nepal, lalitpur looms, gift",False,True,False
P0276,Sagarmatha Jewellery 276,Fashion & Accessories,Jewellery,Sagarmatha,Jewellery made for Nepali shoppers with reliable quality and local style.,14500,4.2,194,"fashion & accessories, jewellery, nepal, sagarmatha, gift",False,True,False
P0277,Sagarmatha Sunglasses 277,Fashion & Accessories,Sunglasses,Sagarmatha,Sunglasses made for Nepali shoppers with reliable quality and local style.,14500,5.0,360,"fashion & accessories, sunglasses, nepal, sagarmatha, gift",False,True,False
P0278,Kathmandu Craft Accessories 278,Electronics,Accessories,Kathmandu Craft,Accessories made for Nepali shoppers with reliable quality and local style.,1250,3.7,263,"electronics, accessories, nepal, kathmandu craft, gift",True,True,True
P0279,Sagarmatha Saree 279,Traditional Attire,Saree,Sagarmatha,Saree made for Nepali shoppers with reliable quality and local style.,350,3.6,283,"traditional attire, saree, nepal, sagarmatha, gift",False,False,False
P0280,Kathmandu Craft Saree 280,Traditional Attire,Saree,Kathmandu Craft,Saree made for Nepali shoppers with reliable quality and local style.,1800,3.3,174,"traditional attire, saree, nepal, kathmandu craft, gift",False,True,False
P0281,Sagarmatha Lokta Paper 281,Handicrafts & Art,Lokta Paper,Sagarmatha,Lokta Paper made for Nepali shoppers with reliable quality and local style.,1800,4.4,311,"handicrafts & art, lokta paper, nepal, sagarmatha, gift",True,True,False
P0282,Himalaya Jewellery 282,Fashion & Accessories,Jewellery,Himalaya,Jewellery made for Nepali shoppers with reliable quality and local style.,2500,4.5,107,"fashion & accessories, jewellery, nepal, himalaya, gift",False,True,False
P0283,Sagarmatha Children Books 283,Books & Education,Children Books,Sagarmatha,Children Books made for Nepali shoppers with reliable quality and local style.,1250,4.0,292,"books & education, children books, nepal, sagarmatha, gift",False,True,False
P0284,Kathmandu Craft Metal Craft 284,Handicrafts & Art,Metal Craft,Kathmandu Craft,Metal Craft made for Nepali shoppers with reliable quality and local style.,350,4.0,118,"handicrafts & art, metal craft, nepal, kathmandu craft, gift",False,True,False
P0285,Janakpur Mart Mobile 285,Electronics,Mobile,Janakpur Mart,Mobile made for Nepali shoppers with reliable quality and local style.,1800,3.9,178,"electronics, mobile, nepal, janakpur mart, gift",False,False,False
P0286,Sagarmatha Tea 286,Daily Groceries,Tea,Sagarmatha,Tea made for Nepali shoppers with reliable quality and local style.,14500,4.2,275,"daily groceries, tea, nepal, sagarmatha, gift",False,True,False
P0287,NepTech Daura Suruwal 287,Traditional Attire,Daura Suruwal,NepTech,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,6500,3.2,177,"traditional attire, daura suruwal, nepal, neptech, gift",False,True,False
P0288,Janakpur Mart Headphones 288,Electronics,Headphones,Janakpur Mart,Headphones made for Nepali shoppers with reliable quality and local style.,2500,4.3,339,"electronics, headphones, nepal, janakpur mart, gift",False,True,False
P0289,Himalaya Stationery 289,Books & Education,Stationery,Himalaya,Stationery made for Nepali shoppers with reliable quality and local style.,1250,3.5,374,"books & education, stationery, nepal, himalaya, gift",False,True,False
P0290,NepTech Exam Prep 290,Books & Education,Exam Prep,NepTech,Exam Prep made for Nepali shoppers with reliable quality and local style.,1800,4.4,128,"books & education, exam prep, nepal, neptech, gift",False,True,False
P0291,Lalitpur Looms Smart Watch 291,Electronics,Smart Watch,Lalitpur Looms,Smart Watch made for Nepali shoppers with reliable quality and local style.,2500,3.9,289,"electronics, smart watch, nepal, lalitpur looms, gift",True,True,True
P0292,Kathmandu Craft Bedding 292,Kitchen & Home,Bedding,Kathmandu Craft,Bedding made for Nepali shoppers with reliable quality and local style.,4200,4.1,217,"kitchen & home, bedding, nepal, kathmandu craft, gift",False,True,False
P0293,Lalitpur Looms Kurta 293,Traditional Attire,Kurta,Lalitpur Looms,Kurta made for Nepali shoppers with reliable quality and local style.,550,4.4,302,"traditional attire, kurta, nepal, lalitpur looms, gift",False,True,False
P0294,Lalitpur Looms Daura Suruwal 294,Traditional Attire,Daura Suruwal,Lalitpur Looms,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,6500,3.7,344,"traditional attire, daura suruwal, nepal, lalitpur looms, gift",False,True,False
P0295,NepTech Cookware 295,Kitchen & Home,Cookware,NepTech,Cookware made for Nepali shoppers with reliable quality and local style.,350,4.3,141,"kitchen & home, cookware, nepal, neptech, gift",False,True,False
P0296,Kathmandu Craft Bags 296,Fashion & Accessories,Bags,Kathmandu Craft,Bags made for Nepali shoppers with reliable quality and local style.,1800,4.1,360,"fashion & accessories, bags, nepal, kathmandu craft, gift",False,True,False
P0297,Himalaya Metal Craft 297,Handicrafts & Art,Metal Craft,Himalaya,Metal Craft made for Nepali shoppers with reliable quality and local style.,550,4.0,175,"handicrafts & art, metal craft, nepal, himalaya, gift",False,True,False
P0298,NepTech Thangka 298,Handicrafts & Art,Thangka,NepTech,Thangka made for Nepali shoppers with reliable quality and local style.,1800,4.2,76,"handicrafts & art, thangka, nepal, neptech, gift",False,True,False
P0299,NepTech Stationery 299,Books & Education,Stationery,NepTech,Stationery made for Nepali shoppers with reliable quality and local style.,1250,4.7,131,"books & education, stationery, nepal, neptech, gift",False,True,False
P0300,NepTech Tea 300,Daily Groceries,Tea,NepTech,Tea made for Nepali shoppers with reliable quality and local style.,2500,4.4,81,"daily groceries, tea, nepal, neptech, gift",False,True,False
P0301,Lalitpur Looms Appliances 301,Kitchen & Home,Appliances,Lalitpur Looms,Appliances made for Nepali shoppers with reliable quality and local style.,4200,4.7,343,"kitchen & home, appliances, nepal, lalitpur looms, gift",False,True,False
P0302,Sagarmatha Smart Watch 302,Electronics,Smart Watch,Sagarmatha,Smart Watch made for Nepali shoppers with reliable quality and local style.,4200,3.9,88,"electronics, smart watch, nepal, sagarmatha, gift",False,True,False
P0303,NepTech Rice 303,Daily Groceries,Rice,NepTech,Rice made for Nepali shoppers with reliable quality and local style.,350,3.3,404,"daily groceries, rice, nepal, neptech, gift",False,True,False
P0304,Kathmandu Craft Bags 304,Fashion & Accessories,Bags,Kathmandu Craft,Bags made for Nepali shoppers with reliable quality and local style.,9800,3.1,416,"fashion & accessories, bags, nepal, kathmandu craft, gift",False,True,False
P0305,Sagarmatha Shoes 305,Fashion & Accessories,Shoes,Sagarmatha,Shoes made for Nepali shoppers with reliable quality and local style.,350,3.8,266,"fashion & accessories, shoes, nepal, sagarmatha, gift",False,True,False
P0306,Kathmandu Craft Bags 306,Fashion & Accessories,Bags,Kathmandu Craft,Bags made for Nepali shoppers with reliable quality and local style.,14500,4.0,264,"fashion & accessories, bags, nepal, kathmandu craft, gift",False,True,False
P0307,NepTech Woodcraft 307,Handicrafts & Art,Woodcraft,NepTech,Woodcraft made for Nepali shoppers with reliable quality and local style.,14500,3.1,227,"handicrafts & art, woodcraft, nepal, neptech, gift",False,True,False
P0308,Himalaya Saree 308,Traditional Attire,Saree,Himalaya,Saree made for Nepali shoppers with reliable quality and local style.,4200,4.1,325,"traditional attire, saree, nepal, himalaya, gift",False,True,False
P0309,Janakpur Mart Appliances 309,Kitchen & Home,Appliances,Janakpur Mart,Appliances made for Nepali shoppers with reliable quality and local style.,1800,4.4,280,"kitchen & home, appliances, nepal, janakpur mart, gift",False,True,False
P0310,Sagarmatha Snacks 310,Daily Groceries,Snacks,Sagarmatha,Snacks made for Nepali shoppers with reliable quality and local style.,899,4.2,270,"daily groceries, snacks, nepal, sagarmatha, gift",False,True,False
P0311,Sagarmatha Saree 311,Traditional Attire,Saree,Sagarmatha,Saree made for Nepali shoppers with reliable quality and local style.,2500,3.7,372,"traditional attire, saree, nepal, sagarmatha, gift",False,True,False
P0312,Janakpur Mart Jewellery 312,Fashion & Accessories,Jewellery,Janakpur Mart,Jewellery made for Nepali shoppers with reliable quality and local style.,899,3.8,135,"fashion & accessories, jewellery, nepal, janakpur mart, gift",False,True,False
P0313,Himalaya Stationery 313,Books & Education,Stationery,Himalaya,Stationery made for Nepali shoppers with reliable quality and local style.,1250,3.6,76,"books & education, stationery, nepal, himalaya, gift",False,True,False
P0314,Sagarmatha Shoes 314,Fashion & Accessories,Shoes,Sagarmatha,Shoes made for Nepali shoppers with reliable quality and local style.,9800,4.9,349,"fashion & accessories, shoes, nepal, sagarmatha, gift",False,True,False
P0315,Lalitpur Looms Children Books 315,Books & Education,Children Books,Lalitpur Looms,Children Books made for Nepali shoppers with reliable quality and local style.,14500,3.7,311,"books & education, children books, nepal, lalitpur looms, gift",False,True,False
P0316,Janakpur Mart Saree 316,Traditional Attire,Saree,Janakpur Mart,Saree made for Nepali shoppers with reliable quality and local style.,14500,4.3,35,"traditional attire, saree, nepal, janakpur mart, gift",False,True,False
P0317,Kathmandu Craft Metal Craft 317,Handicrafts & Art,Metal Craft,Kathmandu Craft,Metal Craft made for Nepali shoppers with reliable quality and local style.,2500,4.1,375,"handicrafts & art, metal craft, nepal, kathmandu craft, gift",True,True,True
P0318,Kathmandu Craft Daura Suruwal 318,Traditional Attire,Daura Suruwal,Kathmandu Craft,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,4200,4.8,405,"traditional attire, daura suruwal, nepal, kathmandu craft, gift",True,True,False
P0319,NepTech Literature 319,Books & Education,Literature,NepTech,Literature made for Nepali shoppers with reliable quality and local style.,2500,4.7,270,"books & education, literature, nepal, neptech, gift",False,True,False
P0320,Lalitpur Looms Jewellery 320,Fashion & Accessories,Jewellery,Lalitpur Looms,Jewellery made for Nepali shoppers with reliable quality and local style.,14500,4.2,120,"fashion & accessories, jewellery, nepal, lalitpur looms, gift",False,True,False
P0321,Janakpur Mart Dhaka Topi 321,Traditional Attire,Dhaka Topi,Janakpur Mart,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,6500,4.2,346,"traditional attire, dhaka topi, nepal, janakpur mart, gift",False,True,False
P0322,Sagarmatha Smart Watch 322,Electronics,Smart Watch,Sagarmatha,Smart Watch made for Nepali shoppers with reliable quality and local style.,550,4.8,151,"electronics, smart watch, nepal, sagarmatha, gift",False,True,False
P0323,Lalitpur Looms Snacks 323,Daily Groceries,Snacks,Lalitpur Looms,Snacks made for Nepali shoppers with reliable quality and local style.,4200,3.6,163,"daily groceries, snacks, nepal, lalitpur looms, gift",False,True,False
P0324,Lalitpur Looms Daura Suruwal 324,Traditional Attire,Daura Suruwal,Lalitpur Looms,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,4200,4.2,241,"traditional attire, daura suruwal, nepal, lalitpur looms, gift",True,True,False
P0325,NepTech Jewellery 325,Fashion & Accessories,Jewellery,NepTech,Jewellery made for Nepali shoppers with reliable quality and local style.,350,4.3,118,"fashion & accessories, jewellery, nepal, neptech, gift",False,True,False
P0326,Himalaya Mobile 326,Electronics,Mobile,Himalaya,Mobile made for Nepali shoppers with reliable quality and local style.,2500,4.2,292,"electronics, mobile, nepal, himalaya, gift",False,True,False
P0327,Janakpur Mart Thangka 327,Handicrafts & Art,Thangka,Janakpur Mart,Thangka made for Nepali shoppers with reliable quality and local style.,4200,3.2,77,"handicrafts & art, thangka, nepal, janakpur mart, gift",False,True,False
P0328,NepTech Literature 328,Books & Education,Literature,NepTech,Literature made for Nepali shoppers with reliable quality and local style.,9800,4.1,253,"books & education, literature, nepal, neptech, gift",False,True,False
P0329,Lalitpur Looms Saree 329,Traditional Attire,Saree,Lalitpur Looms,Saree made for Nepali shoppers with reliable quality and local style.,899,4.9,41,"traditional attire, saree, nepal, lalitpur looms, gift",False,True,False
P0330,Sagarmatha Snacks 330,Daily Groceries,Snacks,Sagarmatha,Snacks made for Nepali shoppers with reliable quality and local style.,4200,4.5,240,"daily groceries, snacks, nepal, sagarmatha, gift",False,False,False
P0331,Janakpur Mart Lokta Paper 331,Handicrafts & Art,Lokta Paper,Janakpur Mart,Lokta Paper made for Nepali shoppers with reliable quality and local style.,6500,4.3,166,"handicrafts & art, lokta paper, nepal, janakpur mart, gift",False,True,False
P0332,Himalaya Stationery 332,Books & Education,Stationery,Himalaya,Stationery made for Nepali shoppers with reliable quality and local style.,1250,4.9,231,"books & education, stationery, nepal, himalaya, gift",False,True,False
P0333,Lalitpur Looms Bedding 333,Kitchen & Home,Bedding,Lalitpur Looms,Bedding made for Nepali shoppers with reliable quality and local style.,1250,3.7,378,"kitchen & home, bedding, nepal, lalitpur looms, gift",False,True,False
P0334,Janakpur Mart Accessories 334,Electronics,Accessories,Janakpur Mart,Accessories made for Nepali shoppers with reliable quality and local style.,4200,3.4,195,"electronics, accessories, nepal, janakpur mart, gift",True,True,True
P0335,Sagarmatha Saree 335,Traditional Attire,Saree,Sagarmatha,Saree made for Nepali shoppers with reliable quality and local style.,550,3.7,159,"traditional attire, saree, nepal, sagarmatha, gift",True,True,True
P0336,Sagarmatha Appliances 336,Kitchen & Home,Appliances,Sagarmatha,Appliances made for Nepali shoppers with reliable quality and local style.,2500,4.1,199,"kitchen & home, appliances, nepal, sagarmatha, gift",False,True,False
P0337,NepTech Sunglasses 337,Fashion & Accessories,Sunglasses,NepTech,Sunglasses made for Nepali shoppers with reliable quality and local style.,2500,3.9,341,"fashion & accessories, sunglasses, nepal, neptech, gift",True,True,True
P0338,Himalaya Dhaka Topi 338,Traditional Attire,Dhaka Topi,Himalaya,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,4200,3.2,171,"traditional attire, dhaka topi, nepal, himalaya, gift",False,True,False
P0339,Sagarmatha Accessories 339,Electronics,Accessories,Sagarmatha,Accessories made for Nepali shoppers with reliable quality and local style.,350,4.0,115,"electronics, accessories, nepal, sagarmatha, gift",False,False,False
P0340,NepTech Dhaka Topi 340,Traditional Attire,Dhaka Topi,NepTech,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,14500,4.1,35,"traditional attire, dhaka topi, nepal, neptech, gift",False,True,False
P0341,Janakpur Mart Exam Prep 341,Books & Education,Exam Prep,Janakpur Mart,Exam Prep made for Nepali shoppers with reliable quality and local style.,9800,3.8,157,"books & education, exam prep, nepal, janakpur mart, gift",False,True,False
P0342,Lalitpur Looms Stationery 342,Books & Education,Stationery,Lalitpur Looms,Stationery made for Nepali shoppers with reliable quality and local style.,350,3.3,399,"books & education, stationery, nepal, lalitpur looms, gift",True,True,True
P0343,NepTech Saree 343,Traditional Attire,Saree,NepTech,Saree made for Nepali shoppers with reliable quality and local style.,1250,2.7,278,"traditional attire, saree, nepal, neptech, gift",False,True,False
P0344,Janakpur Mart Smart Watch 344,Electronics,Smart Watch,Janakpur Mart,Smart Watch made for Nepali shoppers with reliable quality and local style.,6500,3.7,117,"electronics, smart watch, nepal, janakpur mart, gift",False,True,False
P0345,Kathmandu Craft Cookware 345,Kitchen & Home,Cookware,Kathmandu Craft,Cookware made for Nepali shoppers with reliable quality and local style.,6500,3.6,285,"kitchen & home, cookware, nepal, kathmandu craft, gift",False,True,False
P0346,Sagarmatha Headphones 346,Electronics,Headphones,Sagarmatha,Headphones made for Nepali shoppers with reliable quality and local style.,2500,4.4,405,"electronics, headphones, nepal, sagarmatha, gift",False,True,False
P0347,Himalaya Appliances 347,Kitchen & Home,Appliances,Himalaya,Appliances made for Nepali shoppers with reliable quality and local style.,4200,4.2,37,"kitchen & home, appliances, nepal, himalaya, gift",False,True,False
P0348,Janakpur Mart Saree 348,Traditional Attire,Saree,Janakpur Mart,Saree made for Nepali shoppers with reliable quality and local style.,1250,4.6,150,"traditional attire, saree, nepal, janakpur mart, gift",False,True,False
P0349,NepTech Metal Craft 349,Handicrafts & Art,Metal Craft,NepTech,Metal Craft made for Nepali shoppers with reliable quality and local style.,550,3.2,248,"handicrafts & art, metal craft, nepal, neptech, gift",False,True,False
P0350,Himalaya Dhaka Topi 350,Traditional Attire,Dhaka Topi,Himalaya,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,899,3.3,179,"traditional attire, dhaka topi, nepal, himalaya, gift",False,True,False
P0351,Lalitpur Looms Thangka 351,Handicrafts & Art,Thangka,Lalitpur Looms,Thangka made for Nepali shoppers with reliable quality and local style.,14500,4.2,418,"handicrafts & art, thangka, nepal, lalitpur looms, gift",False,True,False
P0352,Lalitpur Looms Saree 352,Traditional Attire,Saree,Lalitpur Looms,Saree made for Nepali shoppers with reliable quality and local style.,2500,5.0,315,"traditional attire, saree, nepal, lalitpur looms, gift",False,True,False
P0353,NepTech Jewellery 353,Fashion & Accessories,Jewellery,NepTech,Jewellery made for Nepali shoppers with reliable quality and local style.,14500,2.6,165,"fashion & accessories, jewellery, nepal, neptech, gift",True,True,True
P0354,Lalitpur Looms Jewellery 354,Fashion & Accessories,Jewellery,Lalitpur Looms,Jewellery made for Nepali shoppers with reliable quality and local style.,899,4.0,157,"fashion & accessories, jewellery, nepal, lalitpur looms, gift",False,True,False
P0355,Lalitpur Looms Stationery 355,Books & Education,Stationery,Lalitpur Looms,Stationery made for Nepali shoppers with reliable quality and local style.,2500,3.8,13,"books & education, stationery, nepal, lalitpur looms, gift",False,True,False
P0356,NepTech Lokta Paper 356,Handicrafts & Art,Lokta Paper,NepTech,Lokta Paper made for Nepali shoppers with reliable quality and local style.,1800,3.8,162,"handicrafts & art, lokta paper, nepal, neptech, gift",False,True,False
P0357,Kathmandu Craft Lokta Paper 357,Handicrafts & Art,Lokta Paper,Kathmandu Craft,Lokta Paper made for Nepali shoppers with reliable quality and local style.,550,4.4,280,"handicrafts & art, lokta paper, nepal, kathmandu craft, gift",True,True,False
P0358,Himalaya Tea 358,Daily Groceries,Tea,Himalaya,Tea made for Nepali shoppers with reliable quality and local style.,350,4.1,163,"daily groceries, tea, nepal, himalaya, gift",False,True,False
P0359,Sagarmatha Smart Watch 359,Electronics,Smart Watch,Sagarmatha,Smart Watch made for Nepali shoppers with reliable quality and local style.,350,4.8,380,"electronics, smart watch, nepal, sagarmatha, gift",False,True,False
P0360,Himalaya Literature 360,Books & Education,Literature,Himalaya,Literature made for Nepali shoppers with reliable quality and local style.,899,4.3,389,"books & education, literature, nepal, himalaya, gift",False,True,False
P0361,NepTech Accessories 361,Electronics,Accessories,NepTech,Accessories made for Nepali shoppers with reliable quality and local style.,1800,4.0,24,"electronics, accessories, nepal, neptech, gift",False,True,False
P0362,Kathmandu Craft Snacks 362,Daily Groceries,Snacks,Kathmandu Craft,Snacks made for Nepali shoppers with reliable quality and local style.,1250,3.4,145,"daily groceries, snacks, nepal, kathmandu craft, gift",True,True,False
P0363,Sagarmatha Appliances 363,Kitchen & Home,Appliances,Sagarmatha,Appliances made for Nepali shoppers with reliable quality and local style.,2500,3.1,286,"kitchen & home, appliances, nepal, sagarmatha, gift",False,False,False
P0364,Lalitpur Looms Smart Watch 364,Electronics,Smart Watch,Lalitpur Looms,Smart Watch made for Nepali shoppers with reliable quality and local style.,899,4.7,417,"electronics, smart watch, nepal, lalitpur looms, gift",False,True,False
P0365,Janakpur Mart Headphones 365,Electronics,Headphones,Janakpur Mart,Headphones made for Nepali shoppers with reliable quality and local style.,550,4.9,414,"electronics, headphones, nepal, janakpur mart, gift",False,True,False
P0366,Kathmandu Craft Lokta Paper 366,Handicrafts & Art,Lokta Paper,Kathmandu Craft,Lokta Paper made for Nepali shoppers with reliable quality and local style.,9800,3.9,82,"handicrafts & art, lokta paper, nepal, kathmandu craft, gift",False,True,False
P0367,Himalaya Stationery 367,Books & Education,Stationery,Himalaya,Stationery made for Nepali shoppers with reliable quality and local style.,1800,3.8,370,"books & education, stationery, nepal, himalaya, gift",False,True,False
P0368,Janakpur Mart Smart Watch 368,Electronics,Smart Watch,Janakpur Mart,Smart Watch made for Nepali shoppers with reliable quality and local style.,350,3.6,259,"electronics, smart watch, nepal, janakpur mart, gift",False,True,False
P0369,Lalitpur Looms Stationery 369,Books & Education,Stationery,Lalitpur Looms,Stationery made for Nepali shoppers with reliable quality and local style.,6500,4.2,307,"books & education, stationery, nepal, lalitpur looms, gift",False,True,False
P0370,Lalitpur Looms Shoes 370,Fashion & Accessories,Shoes,Lalitpur Looms,Shoes made for Nepali shoppers with reliable quality and local style.,1250,4.7,123,"fashion & accessories, shoes, nepal, lalitpur looms, gift",False,True,False
P0371,NepTech Saree 371,Traditional Attire,Saree,NepTech,Saree made for Nepali shoppers with reliable quality and local style.,550,3.2,6,"traditional attire, saree, nepal, neptech, gift",False,True,False
P0372,Himalaya Spices 372,Daily Groceries,Spices,Himalaya,Spices made for Nepali shoppers with reliable quality and local style.,2500,3.9,13,"daily groceries, spices, nepal, himalaya, gift",True,True,True
P0373,Himalaya Stationery 373,Books & Education,Stationery,Himalaya,Stationery made for Nepali shoppers with reliable quality and local style.,2500,3.9,229,"books & education, stationery, nepal, himalaya, gift",False,True,False
P0374,Himalaya Snacks 374,Daily Groceries,Snacks,Himalaya,Snacks made for Nepali shoppers with reliable quality and local style.,14500,3.4,313,"daily groceries, snacks, nepal, himalaya, gift",False,True,False
P0375,Lalitpur Looms Shoes 375,Fashion & Accessories,Shoes,Lalitpur Looms,Shoes made for Nepali shoppers with reliable quality and local style.,1800,3.5,187,"fashion & accessories, shoes, nepal, lalitpur looms, gift",True,True,True
P0376,Himalaya Children Books 376,Books & Education,Children Books,Himalaya,Children Books made for Nepali shoppers with reliable quality and local style.,1800,4.0,307,"books & education, children books, nepal, himalaya, gift",False,True,False
P0377,Sagarmatha Bedding 377,Kitchen & Home,Bedding,Sagarmatha,Bedding made for Nepali shoppers with reliable quality and local style.,1800,3.3,51,"kitchen & home, bedding, nepal, sagarmatha, gift",False,True,False
P0378,Janakpur Mart Snacks 378,Daily Groceries,Snacks,Janakpur Mart,Snacks made for Nepali shoppers with reliable quality and local style.,550,4.0,231,"daily groceries, snacks, nepal, janakpur mart, gift",True,True,True
P0379,Janakpur Mart Kurta 379,Traditional Attire,Kurta,Janakpur Mart,Kurta made for Nepali shoppers with reliable quality and local style.,1250,3.8,41,"traditional attire, kurta, nepal, janakpur mart, gift",False,True,False
P0380,Sagarmatha Stationery 380,Books & Education,Stationery,Sagarmatha,Stationery made for Nepali shoppers with reliable quality and local style.,9800,4.6,191,"books & education, stationery, nepal, sagarmatha, gift",False,True,False
P0381,NepTech Sunglasses 381,Fashion & Accessories,Sunglasses,NepTech,Sunglasses made for Nepali shoppers with reliable quality and local style.,9800,3.9,241,"fashion & accessories, sunglasses, nepal, neptech, gift",False,False,False
P0382,Kathmandu Craft Daura Suruwal 382,Traditional Attire,Daura Suruwal,Kathmandu Craft,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,6500,3.8,276,"traditional attire, daura suruwal, nepal, kathmandu craft, gift",False,True,False
P0383,Kathmandu Craft Jewellery 383,Fashion & Accessories,Jewellery,Kathmandu Craft,Jewellery made for Nepali shoppers with reliable quality and local style.,4200,4.4,199,"fashion & accessories, jewellery, nepal, kathmandu craft, gift",False,True,False
P0384,Lalitpur Looms Bags 384,Fashion & Accessories,Bags,Lalitpur Looms,Bags made for Nepali shoppers with reliable quality and local style.,350,4.2,342,"fashion & accessories, bags, nepal, lalitpur looms, gift",False,True,False
P0385,Lalitpur Looms Daura Suruwal 385,Traditional Attire,Daura Suruwal,Lalitpur Looms,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,899,3.7,199,"traditional attire, daura suruwal, nepal, lalitpur looms, gift",True,True,True
P0386,Himalaya Metal Craft 386,Handicrafts & Art,Metal Craft,Himalaya,Metal Craft made for Nepali shoppers with reliable quality and local style.,350,4.0,108,"handicrafts & art, metal craft, nepal, himalaya, gift",False,True,False
P0387,Himalaya Kurta 387,Traditional Attire,Kurta,Himalaya,Kurta made for Nepali shoppers with reliable quality and local style.,899,3.6,365,"traditional attire, kurta, nepal, himalaya, gift",False,True,False
P0388,Sagarmatha Accessories 388,Electronics,Accessories,Sagarmatha,Accessories made for Nepali shoppers with reliable quality and local style.,1250,4.7,398,"electronics, accessories, nepal, sagarmatha, gift",False,True,False
P0389,Kathmandu Craft Decor 389,Kitchen & Home,Decor,Kathmandu Craft,Decor made for Nepali shoppers with reliable quality and local style.,899,3.8,260,"kitchen & home, decor, nepal, kathmandu craft, gift",True,True,False
P0390,NepTech Snacks 390,Daily Groceries,Snacks,NepTech,Snacks made for Nepali shoppers with reliable quality and local style.,2500,3.8,351,"daily groceries, snacks, nepal, neptech, gift",False,False,False
P0391,Kathmandu Craft Shoes 391,Fashion & Accessories,Shoes,Kathmandu Craft,Shoes made for Nepali shoppers with reliable quality and local style.,14500,4.3,48,"fashion & accessories, shoes, nepal, kathmandu craft, gift",False,True,False
P0392,NepTech Thangka 392,Handicrafts & Art,Thangka,NepTech,Thangka made for Nepali shoppers with reliable quality and local style.,1250,4.7,77,"handicrafts & art, thangka, nepal, neptech, gift",True,False,True
P0393,NepTech Stationery 393,Books & Education,Stationery,NepTech,Stationery made for Nepali shoppers with reliable quality and local style.,9800,3.7,369,"books & education, stationery, nepal, neptech, gift",False,True,False
P0394,Lalitpur Looms Shoes 394,Fashion & Accessories,Shoes,Lalitpur Looms,Shoes made for Nepali shoppers with reliable quality and local style.,1250,4.0,139,"fashion & accessories, shoes, nepal, lalitpur looms, gift",False,True,False
